source,target,weight_1,weight_2,weight_3,weight_4
4434,9244,9,9,3,5
4885,1665,8,1,8,8
4300,213,2,9,9,10
3190,9583,6,10,2,10
1277,2516,7,8,6,4
4556,4556,9,2,7,9
8759,9366,5,6,9,2
1416,6029,3,9,3,9
4827,7676,5,10,10,9
4814,3450,7,5,6,9
9197,1832,2,5,8,3
3253,4845,4,10,10,3
9515,3573,3,10,10,5
6283,2986,1,10,5,8
6283,4051,3,8,5,5
245,3464,4,5,6,5
6729,6729,3,5,4,3
860,7685,2,10,8,3
9515,6506,4,6,8,3
9515,9515,4,10,9,7
1644,3861,8,9,10,9
4827,6871,10,10,4,2
9515,9726,3,5,9,1
4556,9156,10,2,6,1
4803,4790,6,2,3,1
1416,7917,7,5,2,10
9833,9833,4,10,6,8
6584,6584,4,6,2,3
4397,8858,1,5,7,9
3253,6338,2,6,8,7
9400,548,2,4,9,7
9120,3330,3,9,9,10
9956,9956,6,1,8,1
4827,3068,10,5,10,4
6271,4507,3,10,4,8
2259,425,2,9,9,7
5548,5548,4,10,9,4
5476,1632,8,6,9,6
3022,6212,10,3,6,6
1632,4429,3,6,4,9
9515,8830,10,2,2,3
9011,9011,2,7,2,7
6871,8234,7,5,10,2
6283,4174,6,9,1,6
9355,9355,5,1,1,1
4463,266,1,10,6,9
6608,9451,2,1,10,6
9560,9560,2,2,8,7
6283,9554,3,4,8,6
6283,7370,9,2,9,8
9120,3900,5,4,9,6
1416,1416,5,2,2,5
6405,4167,6,2,8,5
4814,4814,4,6,10,3
6405,8716,7,7,5,1
1457,40,9,9,5,1
1388,0,6,3,8,8
266,4816,3,7,8,1
2451,2497,7,5,6,3
9197,7058,6,10,3,1
4441,3030,5,3,7,4
3253,6193,3,4,5,2
3068,2414,6,6,10,1
2891,2891,7,3,1,6
5548,5548,6,3,8,3
286,3796,1,6,7,6
5247,5247,7,8,4,7
1457,2353,6,5,1,2
1388,7682,5,4,3,9
6460,2837,7,3,4,9
4827,634,9,1,10,7
6283,1955,6,7,4,5
4491,4491,2,1,2,7
6613,3026,2,5,3,1
5897,5897,4,5,3,10
9120,2803,9,4,8,1
8520,8520,5,10,5,8
8810,8810,6,1,1,3
5548,3713,10,4,6,5
1457,936,2,3,2,5
9560,9560,5,3,9,5
9400,747,7,9,2,7
3028,4927,8,9,9,7
3253,2378,2,4,10,6
6283,6283,6,5,5,7
7112,6472,9,2,5,1
4491,9093,4,2,4,9
6464,6464,1,6,10,1
2627,2627,6,8,7,6
505,4231,5,2,10,4
6460,9822,8,5,6,1
7058,5111,6,8,8,5
4827,2940,10,10,10,2
7618,1096,7,2,3,4
6283,7292,1,9,1,9
4231,8850,7,9,4,4
7345,7345,5,10,7,7
7244,3301,4,2,9,5
9120,3874,4,7,6,3
1731,1731,1,7,2,2
4556,8688,3,4,4,1
3253,1606,2,5,8,9
5441,5441,6,2,4,1
6283,6283,4,2,2,10
6104,9322,6,4,8,3
9197,9197,5,10,9,4
9108,621,10,1,10,2
6283,1968,4,4,7,1
6405,9978,8,1,8,10
1388,4073,3,7,4,3
4827,5306,1,1,3,4
5247,3308,8,6,1,4
1159,1159,3,1,6,10
8313,8313,6,4,6,8
7058,7660,9,5,1,8
6405,6405,6,5,4,10
1416,9682,8,8,4,3
1416,2149,3,7,2,7
5548,3084,10,6,10,5
1416,1416,5,7,6,8
6283,263,5,9,10,8
1416,2847,5,4,1,6
8520,5123,4,7,3,4
6283,7787,1,4,8,8
3068,9202,8,6,6,6
8810,551,6,4,6,6
7727,2860,10,8,3,1
1277,1277,6,8,8,6
8313,8313,9,1,7,3
1416,1416,1,2,1,10
1854,1854,4,2,2,1
9197,7224,1,5,6,1
1184,29,1,5,4,8
9515,2302,3,10,4,7
9197,9197,7,7,4,10
7234,3187,6,3,3,10
4441,6997,7,1,9,9
4556,4556,5,9,4,5
8858,7569,6,5,8,9
1421,1421,8,2,4,6
690,885,9,2,2,9
9163,5744,10,3,1,3
3713,3713,5,3,1,10
213,518,5,2,7,7
4774,6179,7,6,6,2
9515,5837,9,8,10,5
4507,582,9,1,5,3
245,245,9,9,3,10
3190,3190,2,6,8,4
2837,7584,6,10,3,8
9833,6956,1,2,7,3
9638,5316,5,6,7,9
1388,4433,5,9,9,9
4609,4609,9,7,7,2
2891,5658,3,10,1,7
6405,6405,7,7,4,2
9108,9108,10,3,2,2
1421,2148,10,9,2,6
3190,6512,8,6,7,8
7112,7112,3,8,2,6
1416,1416,7,8,6,10
6283,7392,2,5,4,4
9197,6556,9,7,7,10
1731,4431,6,3,3,9
4441,4441,3,3,5,10
2898,208,4,10,2,8
2847,2847,10,4,1,8
9515,9515,8,9,4,2
9646,9646,2,1,8,1
5548,5548,8,6,9,1
9197,9197,7,3,10,6
9197,8994,9,2,6,1
6584,9214,10,5,8,7
9197,4461,6,10,9,8
5548,7793,10,3,10,6
4827,3238,4,5,5,1
536,3991,10,7,5,4
5472,5472,5,9,2,3
5548,6991,4,5,5,5
3713,3967,5,4,1,1
6584,9845,10,9,10,8
2414,9315,4,4,3,3
5466,5820,9,8,1,5
266,6867,2,6,8,10
8549,8549,7,7,4,6
8759,9634,10,9,3,7
2891,6068,3,7,1,10
3028,3028,10,1,2,10
5897,7841,7,9,5,6
331,9989,5,10,8,4
5247,5247,2,2,4,5
6847,1090,6,5,3,8
6283,9048,3,8,7,8
1416,1416,3,4,2,5
6283,6283,3,8,3,7
2069,2069,5,10,8,7
9560,9560,10,10,3,8
4827,4827,5,1,2,6
8285,467,4,1,10,6
7058,342,4,7,4,4
9197,9197,9,2,10,1
4827,6550,7,4,10,7
9197,9197,5,1,3,8
9197,5072,8,9,3,10
4397,1954,6,5,3,4
6584,6584,6,4,4,9
9045,1375,3,6,6,8
5837,2947,10,1,3,8
4556,7633,5,4,1,3
432,3260,4,9,8,5
9205,9205,10,2,10,6
8759,9111,7,1,4,7
1416,1416,1,7,10,4
9108,8935,2,7,1,6
4556,4556,9,4,2,1
9978,9978,9,7,9,3
9197,4084,8,7,8,9
6283,2673,4,1,3,9
6101,421,1,1,4,7
7787,2970,7,6,2,8
9646,273,1,3,10,4
1416,5571,6,2,5,5
690,690,7,1,3,4
9045,9045,1,1,10,6
421,7636,7,8,3,8
6550,7144,9,2,8,5
5548,8732,10,7,7,2
29,3523,8,1,3,5
6283,2702,8,6,8,4
8759,7606,6,9,2,7
1684,7307,5,4,7,6
9638,2170,4,2,7,3
9451,9451,8,9,5,2
6283,6283,10,7,2,1
8020,4586,1,3,8,6
2627,2627,8,6,2,1
3190,1537,3,9,1,3
2451,9072,2,9,10,6
9197,9197,5,8,10,1
4431,5780,6,8,8,4
9197,8328,4,6,2,2
771,9632,9,3,8,3
5247,5247,9,10,3,5
1388,9525,2,5,3,5
5247,5247,10,2,1,10
9197,9197,4,3,7,5
2847,2847,5,10,7,10
4556,5650,9,3,5,5
9011,4668,7,5,3,10
4431,5307,8,1,10,7
6283,7612,7,1,1,7
4300,8545,8,3,3,6
5441,4317,1,10,7,3
548,8147,7,7,4,3
1416,5535,5,3,6,1
1421,6481,2,10,6,5
4441,4441,3,2,4,9
415,415,7,7,1,1
1854,1854,4,5,6,2
8957,8957,4,10,9,3
4262,4262,1,3,2,2
29,5106,3,2,2,2
2035,7834,8,2,4,10
8549,8549,10,1,1,10
1731,5760,7,1,10,6
6240,6253,1,8,8,7
4827,600,7,7,5,4
1684,1684,7,5,10,5
4431,7940,8,10,10,6
331,331,8,4,5,9
1421,6099,7,9,9,2
9013,9013,7,10,3,7
9197,9197,7,8,1,2
1416,6593,8,4,5,4
5466,2173,5,7,10,5
6283,803,1,9,3,6
7987,9514,1,7,8,3
6283,9476,4,4,7,8
2847,2847,8,10,8,9
2625,2625,6,5,6,10
6550,9916,4,5,5,10
4827,1337,8,3,1,2
8520,8520,8,3,3,7
6283,1857,5,3,7,4
755,5927,5,6,9,6
6405,3404,9,2,6,10
2891,250,6,2,10,1
4827,7225,5,6,4,5
4556,4556,5,10,8,7
1955,1955,7,3,5,3
3203,3203,4,7,5,7
6283,1307,3,2,1,2
2898,6280,10,9,7,9
4423,7137,10,9,8,7
4556,2939,3,10,6,4
1537,4605,4,7,4,3
1416,5259,10,1,1,7
5472,3853,4,7,7,6
9322,9322,9,4,5,6
9045,9045,1,10,3,7
8285,8285,3,1,10,10
5272,5272,9,5,1,5
6956,6956,9,2,7,9
6283,9080,6,3,7,1
1416,1416,5,4,2,5
9400,2267,9,3,7,2
6283,6283,9,4,5,6
4124,4124,10,9,4,1
4434,2441,6,4,2,6
1416,1416,10,9,3,4
4110,3357,7,9,5,1
4827,1528,7,7,5,8
5571,5571,6,5,10,8
9322,8306,3,2,3,3
1684,5699,6,7,1,7
5259,3228,2,2,2,8
9860,4804,6,10,7,8
3203,7901,10,1,9,8
8096,8866,9,5,5,2
1989,1989,5,10,3,1
5441,9722,6,7,7,8
2600,54,4,8,9,7
4556,2692,4,10,8,4
1416,3336,2,4,3,2
5247,2629,1,4,4,4
1416,2607,9,4,8,2
6460,2963,3,4,3,4
8520,6060,7,8,2,3
1416,1416,7,8,1,9
9515,4824,6,6,10,1
6405,6405,9,10,10,3
6283,4521,8,10,5,6
9560,7036,3,5,4,9
4827,1547,8,3,10,8
8415,8385,4,7,4,5
7795,1540,5,6,2,4
8096,7256,3,9,2,10
9120,5127,3,8,7,2
1388,5730,10,2,9,3
1416,1416,4,1,2,6
8306,8306,2,3,8,10
8022,8022,9,5,8,10
4814,4814,5,4,5,1
6987,2972,5,4,4,5
2898,2059,6,5,8,10
5435,5435,9,4,8,5
5466,2946,9,7,8,7
5247,5247,2,10,1,9
8858,668,10,7,9,3
9197,484,10,7,9,3
9011,9011,5,2,8,1
8940,8940,8,9,10,9
3713,9643,8,8,7,10
9197,5440,3,4,9,2
6283,7965,5,10,7,4
4827,9486,6,5,2,10
1537,1537,9,3,3,2
8957,8957,8,7,5,4
6104,3836,9,2,5,3
9045,2748,4,10,6,4
415,321,10,8,7,8
9833,9767,9,5,5,3
4441,6449,4,5,9,3
5730,5730,3,9,7,6
8520,5701,8,1,9,4
2898,4210,8,1,7,3
5507,4464,5,2,2,2
5247,5651,6,8,8,9
1248,675,9,10,4,1
518,518,10,8,4,8
6271,9219,2,7,6,3
4491,9066,6,1,4,3
9163,2040,8,3,10,3
3351,3351,6,2,3,5
8759,557,2,4,7,5
8858,8858,6,1,6,8
5272,8474,1,2,2,8
1416,1416,8,2,5,4
4827,5747,7,5,6,2
5897,6154,4,5,7,1
1416,6884,4,7,3,1
7268,8835,3,1,3,2
6101,4215,2,9,9,10
9767,2514,8,3,10,2
4556,4556,3,1,7,8
4441,4441,4,5,5,5
6283,9408,5,9,10,7
6240,7873,10,5,7,8
4556,4556,7,6,7,9
1632,1136,6,9,8,7
1248,5525,5,8,2,10
3920,8069,9,3,7,10
2627,5262,2,6,1,1
5247,5247,5,3,1,7
2097,7786,2,7,8,6
6283,4614,10,4,4,10
4827,777,8,10,5,6
6283,1067,7,4,8,7
9045,9045,1,5,4,3
7618,1698,8,2,1,6
9515,4391,10,9,8,9
1337,4138,10,5,7,2
771,771,10,4,8,3
9108,9108,4,6,2,5
2625,635,8,7,10,9
8520,8520,9,6,4,2
1318,6680,9,2,8,10
8940,8940,9,5,6,5
4827,7427,3,8,1,7
3190,3383,5,6,8,1
9748,9748,8,6,6,10
7676,7676,7,4,6,5
6987,7689,4,1,7,4
8691,2095,9,10,2,3
6283,8973,6,2,1,6
3920,3920,10,8,7,5
2963,9593,7,10,8,4
6827,6827,5,5,5,5
9197,9197,2,3,8,6
1231,8741,7,10,7,10
4803,1393,2,6,6,4
6283,6283,7,4,3,1
9045,9045,2,10,2,9
3920,3920,4,2,4,5
3713,2003,6,1,4,9
9296,9859,2,3,8,6
4827,4827,4,4,4,6
9102,9705,4,2,5,8
6410,6410,3,6,3,1
6283,6283,7,9,4,8
5247,385,5,4,2,5
5767,5767,10,9,7,3
1416,1416,3,10,5,7
548,548,1,5,9,3
9000,4890,10,2,6,8
2259,2259,6,7,6,10
5548,5548,8,7,1,8
9515,9515,9,1,3,2
2847,9177,9,8,7,7
4827,5257,8,9,9,8
9197,9197,4,3,7,1
6283,696,10,4,9,8
9197,9197,5,9,7,4
9560,657,8,3,5,1
0,0,8,2,9,7
6283,6283,9,5,9,6
1606,1606,8,3,9,9
9120,9120,4,3,3,9
5548,8051,2,2,9,9
5767,5767,7,8,6,10
9013,9013,1,2,3,7
4556,1774,10,3,8,2
4556,5577,5,8,1,8
3336,2886,5,7,4,6
9108,9108,3,1,7,4
1537,1537,1,1,3,3
6283,6283,9,6,7,8
2451,3443,5,4,9,10
4827,8715,7,10,2,7
1416,9272,1,8,9,1
9045,8116,7,4,8,8
4827,2754,9,7,3,1
9197,9197,7,1,10,10
4300,4300,10,5,3,9
9355,9395,10,8,1,1
7345,3563,8,10,4,7
5472,4587,2,9,3,9
1989,5753,7,10,1,3
5072,4965,4,6,2,8
6283,3603,10,5,5,5
1457,1457,4,1,10,2
8691,8691,9,3,9,8
6283,6283,7,2,10,6
5548,5548,6,6,2,10
6584,6584,10,3,7,9
5310,869,6,7,10,7
8096,8736,8,1,7,8
9560,2956,8,2,9,1
8520,3023,9,1,4,8
8306,9841,9,3,5,1
9108,2897,2,9,1,4
6283,7997,4,5,5,8
9045,1468,1,6,7,10
6104,801,9,8,2,6
2627,7032,7,2,8,1
2898,2898,1,8,6,4
1416,5162,4,1,3,6
8282,7959,9,3,10,3
6283,4991,4,7,10,2
9156,6192,8,5,10,8
6283,7475,5,7,8,4
2069,2069,9,7,10,8
4441,4441,4,2,10,4
6608,6608,8,5,8,9
3342,1223,1,2,2,9
9067,5154,4,5,5,5
5548,5714,5,9,7,10
6847,3216,3,7,6,4
3028,3028,4,1,3,8
2627,2627,1,6,10,9
6405,1696,2,3,3,6
2898,7341,4,3,3,1
3190,2689,2,4,6,1
6827,6173,1,7,6,3
7268,2328,7,9,4,2
7339,7339,8,10,6,6
6482,6482,8,10,7,5
9315,4182,10,10,6,1
1684,8573,5,2,8,2
2898,5553,4,1,5,6
3500,7267,7,9,8,1
2085,2085,2,1,6,9
5897,4381,4,10,7,4
9956,2496,5,10,7,3
7636,7636,4,6,9,6
1416,1946,5,3,10,7
5310,2684,1,5,9,2
9515,5404,5,10,10,6
9322,1662,9,2,10,10
5162,2734,5,8,10,7
6827,2883,6,3,8,8
7339,4800,8,2,3,5
7727,7727,4,8,5,5
9013,9253,5,4,3,9
321,321,8,9,3,9
6405,4261,8,6,6,10
6703,7147,5,5,8,1
7256,7256,4,6,5,8
40,40,2,8,10,4
2940,2940,8,4,10,1
5546,5546,1,9,3,1
8520,8520,8,1,5,2
9515,9832,9,2,7,6
6283,6283,10,1,4,7
415,4049,4,3,2,7
9956,669,10,4,9,3
9197,8579,5,5,10,7
8759,8526,7,3,3,6
3853,5052,4,7,7,9
2003,5929,6,5,1,2
3216,1189,4,5,3,2
9163,236,2,4,2,7
5566,4122,5,10,1,3
8759,7874,9,9,5,1
7795,7795,8,2,6,1
8092,8092,7,10,2,5
5507,5507,1,2,8,1
7560,2876,7,6,6,6
1393,3966,6,3,5,7
4433,9575,7,6,6,5
8415,5342,6,9,5,3
2697,2697,2,8,8,8
1416,1416,5,1,5,9
9515,6985,6,5,6,2
6482,5896,7,3,8,6
9163,9163,2,6,4,3
9066,688,9,5,8,6
1698,3946,3,6,6,1
7795,7018,4,2,1,4
9197,3508,3,1,2,10
1684,1684,8,8,1,9
6464,4112,8,10,1,2
7841,7841,5,3,7,3
1034,9169,2,5,9,10
