source,target,weight_1,weight_2,weight_3,weight_4
10,300,7,8,6,7
449,199,1,4,7,1
109,109,2,6,1,1
604,398,5,6,2,2
289,906,4,2,8,8
200,200,9,9,6,1
344,344,2,9,9,10
965,208,9,6,7,10
109,109,3,7,9,4
10,227,8,1,2,10
344,83,4,4,8,10
539,565,8,2,10,7
289,727,2,8,9,5
10,334,4,5,1,7
200,634,3,1,10,2
289,800,6,6,7,7
344,344,2,1,9,1
35,726,7,10,2,2
35,783,5,8,6,7
452,154,4,7,9,7
516,516,7,3,2,1
10,10,6,4,8,6
35,404,4,6,5,4
529,878,5,3,2,6
86,86,1,4,7,3
819,888,3,3,9,3
799,496,2,3,4,6
604,743,3,9,8,1
261,635,2,7,3,3
166,166,10,4,3,2
370,370,7,2,9,3
35,921,9,6,1,2
289,289,10,5,9,7
799,591,1,7,7,1
35,708,2,3,10,3
289,733,5,7,8,1
166,17,7,4,7,5
344,787,4,4,8,6
449,87,10,6,9,6
458,793,7,8,7,7
344,662,7,6,2,2
86,240,2,3,3,2
86,86,8,9,5,7
10,487,1,3,7,10
344,824,7,9,3,9
215,169,4,1,3,10
10,10,7,1,1,7
10,621,6,7,6,4
10,435,2,2,3,6
799,631,1,2,8,10
289,241,5,7,5,9
363,363,6,3,5,6
10,10,3,9,4,2
539,539,8,10,8,4
387,387,10,2,6,7
289,912,8,7,7,3
734,734,3,10,9,7
387,103,5,2,7,4
289,352,7,5,8,3
681,114,5,1,4,1
10,323,9,3,8,2
289,289,2,7,8,9
989,480,4,2,2,2
799,799,9,10,1,4
458,70,3,9,9,5
796,732,4,3,3,3
10,10,4,7,2,7
604,504,8,6,9,7
232,58,1,9,1,10
344,344,10,1,4,5
17,17,2,1,6,10
35,35,10,7,8,8
458,589,8,9,9,10
787,84,4,8,8,9
86,543,10,7,4,6
35,28,1,5,6,6
436,298,2,7,7,4
143,993,6,3,7,1
880,880,7,4,2,4
289,918,5,2,2,6
10,10,4,1,6,1
458,972,2,7,3,9
926,973,5,3,7,10
10,402,4,3,7,2
289,508,3,6,7,5
16,813,6,7,9,10
86,929,3,9,10,8
101,518,3,2,8,9
604,478,2,5,3,7
10,10,7,2,2,10
10,10,8,3,7,6
156,156,4,2,1,9
449,449,10,2,2,2
17,393,5,4,3,5
86,954,7,8,2,5
289,699,2,7,2,2
86,896,2,6,6,4
18,18,7,3,1,2
604,419,2,5,9,1
289,953,7,1,5,10
604,604,1,2,5,4
387,387,10,9,4,7
861,139,5,9,10,1
344,580,4,2,6,9
101,101,2,4,8,10
10,293,10,7,7,6
659,499,7,10,9,6
289,740,7,6,3,7
289,962,4,7,9,3
796,796,9,8,3,7
324,205,6,7,2,7
289,817,4,9,3,4
436,436,2,7,8,5
458,458,2,4,10,7
920,920,10,9,10,10
861,861,9,5,4,6
993,89,7,4,4,4
10,62,7,6,4,7
200,299,6,1,5,8
10,10,7,6,1,9
264,264,1,6,8,9
436,436,7,10,2,10
109,97,6,10,4,10
589,589,4,4,1,8
109,512,9,9,6,8
35,915,3,4,5,6
799,820,6,2,2,2
125,414,2,10,6,8
813,365,1,1,8,5
734,734,6,4,6,10
10,34,5,6,10,3
10,622,8,10,1,5
152,899,8,1,10,1
963,546,2,4,3,4
591,591,5,2,2,7
143,143,5,3,7,5
591,867,5,1,7,5
17,27,4,9,5,9
52,931,5,9,4,3
452,295,2,1,3,2
10,149,7,7,8,8
589,359,5,4,1,2
10,355,5,5,5,7
365,365,2,8,8,5
86,111,6,5,7,4
495,495,9,7,5,10
86,509,7,7,3,4
34,34,7,7,7,7
166,21,2,9,7,8
740,740,9,2,1,9
344,344,1,8,9,5
472,0,4,6,5,7
99,660,10,6,2,4
926,677,6,2,1,10
35,488,2,4,8,3
103,333,1,10,6,5
205,274,8,5,6,8
342,342,3,3,1,8
188,825,2,10,5,10
101,415,3,10,4,9
799,799,1,6,2,6
10,803,3,5,9,3
344,549,8,4,3,10
677,677,1,5,9,7
35,411,10,10,9,6
867,71,6,2,9,9
404,404,8,1,3,1
289,890,4,1,6,3
35,35,1,7,8,9
289,142,9,8,4,2
634,634,7,1,2,10
87,983,5,6,9,1
954,786,8,5,10,7
634,634,2,1,9,9
35,572,7,9,5,3
957,957,6,5,10,4
10,10,10,9,5,1
109,109,5,5,5,9
867,964,3,8,1,6
344,344,5,5,8,6
200,200,6,1,3,5
261,286,2,8,8,1
17,17,10,6,1,1
289,289,10,2,8,2
799,394,2,7,1,8
529,928,1,3,6,1
17,778,4,6,5,9
52,978,6,10,9,3
756,862,2,6,4,6
977,841,2,5,6,3
452,629,4,4,7,5
589,551,9,8,3,5
449,505,4,5,9,8
250,280,7,10,6,9
699,699,2,2,10,6
200,361,3,10,8,4
35,20,8,7,8,10
583,282,4,7,9,3
993,100,9,4,1,6
675,77,3,4,6,9
344,950,7,2,6,2
799,799,10,2,7,5
597,597,1,2,1,8
86,86,4,3,7,9
835,350,1,8,1,7
87,87,6,8,4,1
109,118,3,6,7,5
770,456,3,4,5,7
261,261,1,7,10,6
35,76,7,6,6,8
599,191,3,9,3,6
86,851,9,1,7,1
452,452,6,2,3,5
188,188,10,3,4,8
35,35,7,7,6,6
677,399,1,8,1,10
70,120,4,4,4,9
529,529,9,5,2,7
18,18,2,1,6,7
10,742,4,8,8,9
10,236,10,5,10,10
10,10,9,9,7,8
516,516,3,7,5,9
10,10,9,10,1,2
449,892,2,10,4,7
786,908,10,4,9,2
597,430,5,10,1,10
10,38,2,4,3,6
787,787,5,9,1,4
10,985,10,9,4,3
35,868,6,6,9,9
876,948,3,4,2,8
87,87,8,2,9,3
71,71,9,9,9,6
193,653,9,10,9,4
634,423,4,2,2,1
81,307,1,2,3,10
436,436,2,6,10,9
154,838,7,1,9,10
10,10,8,7,7,10
10,10,6,8,3,5
344,288,3,8,7,2
35,35,6,4,3,7
770,770,4,6,8,5
10,470,2,2,5,6
86,113,1,3,9,8
3,3,8,3,10,9
10,360,9,7,5,4
199,199,8,2,9,7
965,951,10,2,10,10
387,11,2,5,1,3
835,835,1,7,8,8
953,750,8,7,10,7
215,281,1,4,2,9
880,358,7,4,10,6
10,548,8,10,7,4
103,942,10,7,4,2
200,200,2,7,7,6
34,34,10,1,3,4
835,338,4,4,10,9
10,623,5,1,10,8
529,332,9,3,3,4
472,967,4,6,8,10
101,101,10,4,3,6
18,856,3,5,7,1
10,457,5,9,3,9
740,608,2,1,4,1
495,771,6,6,6,6
965,292,10,7,10,2
920,514,4,3,1,7
200,717,3,9,10,10
659,659,6,6,1,2
205,187,8,2,8,8
289,785,5,2,10,4
957,864,1,9,9,10
10,177,3,3,2,8
299,421,4,1,9,8
17,17,1,9,10,10
298,298,10,6,2,3
18,108,2,3,2,2
597,597,10,5,7,4
591,923,10,1,1,4
10,439,1,10,7,9
166,98,9,4,3,5
59,50,10,7,10,3
125,167,4,5,4,5
399,90,6,7,2,10
10,335,9,6,6,5
99,99,1,6,1,10
205,257,3,8,10,1
965,965,2,4,8,7
200,200,2,3,2,8
596,584,10,5,10,7
10,10,8,7,9,10
608,836,5,1,9,2
344,971,5,1,8,2
699,304,9,9,10,5
516,754,9,9,3,2
319,269,9,10,4,3
983,983,1,1,5,3
215,893,9,1,7,6
86,86,9,8,9,9
529,529,1,7,6,6
10,466,4,3,4,9
512,220,9,9,8,5
957,768,9,5,4,4
81,81,1,7,9,2
10,10,10,9,6,10
261,511,5,5,1,2
3,3,4,8,2,1
344,673,9,2,6,2
740,106,8,5,10,5
10,157,10,1,5,6
10,270,5,2,2,8
35,346,4,4,5,4
10,198,8,8,3,9
10,945,8,9,9,4
35,35,2,1,1,6
436,930,5,1,3,9
657,879,1,5,6,6
86,195,3,1,9,4
335,804,1,7,3,9
335,335,1,6,9,10
215,215,8,1,6,1
10,110,6,10,10,8
920,907,6,7,7,8
113,212,4,6,1,1
59,59,6,8,6,10
18,935,4,7,8,1
10,798,4,6,6,8
324,324,9,1,2,1
796,796,9,6,1,9
945,902,7,6,1,9
836,373,8,2,4,2
110,110,4,1,10,1
344,344,8,10,3,9
466,738,4,9,5,1
957,268,6,8,10,4
718,412,4,2,10,7
344,628,5,8,4,8
342,571,9,8,4,6
18,18,5,10,6,4
516,991,1,8,5,9
504,504,2,9,10,10
10,10,8,3,2,9
738,555,4,4,10,10
653,467,1,2,5,3
10,465,2,10,10,6
289,522,3,6,7,3
787,863,3,8,3,9
35,35,1,7,10,8
10,10,10,2,8,4
957,904,1,4,3,1
979,823,9,4,3,3
289,745,2,10,8,5
634,634,7,5,1,1
861,254,3,10,5,5
268,268,7,7,4,8
726,872,6,4,1,2
487,984,9,5,5,10
261,805,2,8,7,6
893,492,10,8,7,6
467,489,1,4,9,10
35,256,9,8,9,1
452,911,2,9,6,5
465,801,2,5,8,10
18,18,6,3,4,10
35,710,9,2,6,9
436,436,8,1,10,3
10,10,9,5,6,5
10,249,1,4,2,2
419,956,7,3,10,4
10,607,7,1,5,1
10,364,1,8,6,4
803,692,7,8,1,9
10,266,5,7,5,6
268,678,8,7,2,6
35,201,3,2,6,4
149,127,3,8,4,9
101,57,5,6,4,5
298,865,4,1,3,2
659,659,2,4,3,4
59,924,1,10,10,6
215,223,8,5,10,8
726,14,4,9,7,7
565,565,6,4,8,4
649,695,6,10,4,2
323,322,7,4,3,8
977,977,9,9,6,7
967,997,6,1,2,1
908,134,4,9,8,7
50,129,4,4,2,9
118,118,3,3,8,6
546,761,9,1,2,7
200,874,4,4,9,10
17,17,7,7,3,2
86,790,7,5,8,1
675,675,2,6,1,7
945,945,1,2,7,10
10,670,8,1,10,5
492,116,1,8,1,6
101,161,4,3,8,4
115,686,8,6,3,4
993,724,7,5,7,7
86,585,10,2,7,9
10,26,6,2,7,2
836,614,1,6,9,4
985,397,1,9,1,4
109,380,8,9,9,2
103,103,7,2,3,6
516,163,6,8,5,8
572,572,8,9,10,10
125,570,7,2,5,2
659,767,10,6,3,10
465,465,1,6,1,3
635,635,4,1,4,1
819,557,3,6,9,2
115,115,8,4,6,5
929,625,9,1,7,10
289,289,9,2,2,2
232,229,10,9,10,1
435,435,9,2,4,6
86,882,8,5,10,2
589,765,1,3,4,2
34,837,9,9,2,4
18,468,3,10,3,7
892,183,6,7,5,1
115,537,8,7,1,2
10,39,3,9,7,2
86,683,2,9,1,3
948,948,5,6,7,9
10,10,4,1,10,3
10,10,9,6,6,3
836,870,7,4,5,1
101,121,6,6,10,5
35,889,6,2,2,8
200,840,8,3,8,2
945,666,5,4,7,7
274,526,8,4,5,2
902,902,7,2,8,7
467,949,9,8,8,4
872,29,6,5,7,6
717,440,2,8,8,4
983,672,4,2,7,5
109,667,6,8,4,2
344,385,5,6,8,3
683,626,10,9,9,9
836,836,7,6,3,8
59,59,1,9,1,6
116,643,10,2,7,7
659,150,4,1,1,7
86,919,1,1,6,4
411,528,3,2,3,7
880,656,7,3,4,2
324,491,9,2,6,2
10,741,5,6,8,7
270,573,1,4,4,4
803,609,5,2,3,1
495,495,5,9,2,6
614,614,4,10,3,10
439,567,1,2,9,6
681,524,7,7,5,8
342,330,4,5,10,1
717,327,6,4,1,8
35,35,9,4,4,9
89,795,7,6,2,9
836,422,3,5,1,8
761,761,9,10,8,8
387,387,5,7,5,9
27,27,8,10,4,10
761,828,1,2,5,4
342,760,7,3,8,1
799,204,7,6,6,7
109,702,7,4,10,7
266,356,6,5,2,4
236,309,5,6,9,8
902,525,10,8,4,6
10,473,9,7,9,10
299,650,7,2,1,4
597,597,5,2,4,2
18,18,8,10,3,8
289,858,10,3,8,7
487,33,4,1,2,7
200,408,6,3,3,10
125,125,1,10,1,3
487,545,2,1,9,5
101,994,1,5,7,10
59,947,7,1,1,3
10,255,5,8,1,3
541,245,3,5,6,6
965,965,4,6,1,9
10,78,4,7,10,4
920,331,4,1,9,4
200,384,1,1,6,7
188,188,4,3,5,1
387,133,7,6,10,6
289,136,6,10,2,5
10,651,2,7,5,5
734,55,5,3,9,2
35,35,4,8,10,7
672,719,2,5,3,5
865,233,7,10,3,6
355,409,5,3,7,8
836,556,3,8,9,8
529,855,1,10,1,4
18,341,6,1,9,3
589,589,4,6,6,1
838,838,5,6,4,5
10,60,2,7,7,10
18,900,4,4,7,3
60,43,6,6,10,7
156,156,7,4,6,2
200,336,6,9,5,7
10,483,4,2,6,10
10,641,1,2,3,4
514,203,4,10,10,2
965,520,3,1,9,9
491,552,4,4,6,4
436,436,2,8,4,8
856,588,9,2,5,9
436,24,6,4,7,10
529,529,4,7,6,8
365,898,4,5,2,9
10,104,7,5,1,8
83,694,1,1,6,3
836,836,7,7,5,3
300,213,1,1,2,8
529,736,7,1,10,4
387,833,9,8,6,7
344,369,4,6,9,9
718,239,7,5,7,3
24,500,4,3,2,1
35,731,3,10,6,1
10,159,8,9,6,5
289,235,6,2,5,7
335,335,2,10,9,7
920,920,4,7,5,3
113,113,2,4,7,2
35,471,3,5,1,6
978,764,10,8,7,3
10,329,9,8,4,8
675,682,9,6,6,4
3,617,10,1,1,4
785,785,4,6,10,1
979,532,5,2,6,3
200,932,7,6,7,10
213,75,4,6,1,3
10,10,9,1,1,9
745,182,6,1,7,5
261,563,9,1,7,7
10,10,9,9,1,5
289,946,4,4,7,10
59,59,2,5,7,8
10,728,9,1,9,2
659,975,3,4,2,6
344,344,1,10,8,3
188,775,2,6,8,2
188,188,3,7,5,7
115,794,1,10,6,2
344,344,4,3,6,6
869,180,10,1,7,9
364,560,7,1,3,8
10,527,4,1,2,4
882,128,5,10,6,7
10,811,6,6,2,10
622,622,10,4,10,4
920,920,5,1,8,1
200,916,4,4,3,3
742,676,9,10,1,9
161,105,3,1,3,8
35,174,9,5,10,4
289,753,2,8,2,10
289,238,1,7,6,6
344,885,5,3,4,4
983,73,7,3,7,5
115,259,5,2,4,9
520,520,6,4,9,1
718,372,6,1,6,3
34,974,1,8,7,3
740,740,7,8,6,7
556,772,9,7,8,1
604,510,6,2,10,7
86,86,6,7,1,8
115,115,2,1,3,7
136,386,10,5,7,6
289,464,9,1,2,8
370,370,9,5,9,10
904,595,3,9,5,2
983,476,1,2,10,7
200,806,3,5,5,4
888,888,5,1,6,3
10,784,1,2,8,8
869,869,4,1,8,9
734,758,2,10,10,7
289,197,2,8,3,8
591,15,6,9,8,9
10,791,9,4,5,3
10,10,7,6,8,4
920,920,4,6,4,8
166,674,8,2,10,1
979,112,3,1,6,8
902,375,8,3,10,8
793,284,10,7,5,9
726,747,5,6,2,4
819,819,8,8,7,6
783,999,6,2,6,1
200,200,3,4,8,7
439,439,4,5,9,8
787,715,6,3,5,4
876,395,10,4,1,4
10,816,8,5,5,1
133,253,10,3,6,10
10,981,5,2,3,9
548,479,2,4,4,2
10,10,1,3,1,4
589,652,6,3,6,4
289,289,7,2,5,1
937,814,5,4,3,3
529,535,10,7,1,1
926,707,3,8,4,10
10,413,2,8,2,3
872,463,8,9,2,1
861,861,4,4,1,8
344,344,9,10,3,2
292,292,3,8,2,9
770,770,6,4,7,5
125,125,1,6,7,2
115,222,8,7,7,7
483,689,9,6,8,4
451,839,6,5,6,2
672,672,5,5,9,6
166,166,7,10,4,6
787,315,3,1,10,9
81,442,5,7,10,9
994,891,1,3,1,8
675,675,8,4,2,4
10,424,4,4,2,5
770,770,2,2,4,6
300,300,4,2,8,8
449,178,6,6,7,10
323,323,4,2,3,1
174,174,3,3,5,4
880,517,8,7,2,6
963,992,4,10,9,1
584,202,8,6,2,4
957,63,5,5,2,5
436,436,10,3,6,8
361,847,6,4,5,4
649,649,4,5,7,7
786,786,10,8,7,7
452,44,5,5,10,3
35,749,5,7,6,8
10,938,7,6,6,3
109,405,3,1,1,4
35,35,7,3,10,1
449,449,4,4,2,8
929,929,5,2,8,4
574,497,1,5,6,7
10,873,5,9,3,3
344,448,2,2,3,2
292,228,9,2,9,3
289,54,4,1,2,10
861,80,10,7,10,8
10,351,4,1,1,7
901,901,1,5,2,8
200,620,3,4,5,6
938,640,9,9,6,10
120,566,3,8,3,5
292,292,3,7,9,2
10,658,7,8,2,5
262,776,6,1,1,2
799,437,9,3,3,2
3,3,6,10,10,9
80,80,6,9,9,10
63,844,1,3,5,7
732,698,7,2,7,6
344,780,6,2,3,9
35,850,9,4,7,1
35,371,4,8,8,10
436,827,10,5,10,2
154,154,9,10,4,5
344,344,9,7,6,2
10,598,6,9,9,9
10,354,8,3,8,9
957,957,9,4,10,4
385,860,1,8,4,7
68,521,2,6,6,7
472,234,2,7,10,4
3,313,8,3,7,5
86,86,5,7,9,2
436,436,8,7,7,4
451,668,3,9,8,9
215,961,1,10,4,10
363,230,10,4,5,2
451,451,3,3,1,7
787,787,4,1,4,6
334,334,1,4,7,10
235,107,7,4,2,9
421,455,2,6,7,7
34,34,7,1,10,10
128,663,6,8,4,8
979,6,2,2,8,7
35,374,4,4,1,4
156,138,9,9,8,4
16,16,5,1,7,1
529,42,7,9,7,1
439,439,6,5,2,4
10,502,1,4,7,8
10,759,6,2,10,8
344,538,7,5,9,8
134,428,1,10,4,2
81,296,2,7,3,2
344,344,10,9,4,7
264,706,6,6,4,5
599,599,3,5,9,5
973,438,2,1,9,4
10,818,1,5,7,5
344,762,4,1,8,5
333,175,4,10,10,10
35,35,3,7,4,6
154,712,1,1,6,2
743,576,9,9,7,7
436,642,8,4,8,4
656,610,5,4,3,5
81,147,1,7,5,10
156,64,7,2,9,9
650,650,6,8,2,5
604,789,3,3,4,6
18,40,9,10,8,4
344,429,1,8,1,1
289,484,4,2,4,2
867,933,10,5,5,9
129,777,7,9,3,8
335,960,8,6,6,7
200,200,7,1,9,7
232,232,9,7,6,10
387,53,3,7,1,5
675,303,6,6,8,8
787,787,2,4,7,1
300,300,6,4,10,5
971,207,3,1,4,9
699,699,6,6,7,10
835,941,10,10,3,3
10,140,5,5,10,3
134,144,4,6,6,7
87,321,5,10,2,7
106,106,4,8,4,3
896,462,8,9,4,5
10,481,3,1,4,9
17,779,2,8,4,6
770,770,4,3,10,6
770,770,3,1,9,3
965,513,6,9,10,2
472,472,8,7,8,4
529,376,3,10,2,4
250,250,2,8,3,7
86,426,10,1,8,10
17,17,3,5,1,8
187,287,3,1,8,1
387,347,3,4,5,9
726,895,7,7,9,5
965,965,3,9,2,10
950,950,3,6,7,8
346,346,7,10,7,6
188,188,8,8,5,10
784,13,1,3,4,2
867,867,8,6,5,9
86,86,10,3,8,10
10,186,4,2,8,5
90,788,9,7,2,1
796,988,1,8,8,8
904,904,4,1,1,5
33,646,3,1,7,5
10,47,2,9,3,5
10,88,5,10,7,6
156,337,7,4,1,5
86,86,9,4,3,4
86,714,7,6,1,3
289,723,2,5,8,10
86,86,4,4,10,2
734,151,5,8,8,4
10,10,1,7,4,7
10,578,5,2,2,1
649,602,5,8,9,2
572,877,9,2,2,2
904,720,9,3,7,6
902,533,4,2,1,1
157,382,6,10,5,7
10,10,8,5,7,2
10,843,5,2,4,6
296,544,8,7,8,4
429,429,1,3,4,9
734,734,8,6,4,4
10,10,9,6,4,4
753,753,9,9,9,2
584,822,6,4,5,2
35,671,1,10,8,2
591,897,5,5,8,7
241,763,10,3,1,5
81,559,2,2,4,3
10,453,4,4,2,3
863,388,7,8,7,8
81,459,7,4,4,2
622,812,9,4,8,8
957,155,7,10,1,2
761,247,10,6,5,9
836,290,7,9,1,2
466,95,5,8,3,3
10,987,4,5,3,3
10,122,10,4,10,8
188,834,7,6,7,5
720,362,3,2,1,1
232,218,4,8,5,3
946,237,5,5,7,5
524,990,3,1,10,10
448,448,2,6,7,8
240,206,10,8,6,6
322,322,10,2,3,6
10,10,7,4,7,5
760,2,3,4,9,10
122,530,6,3,2,10
622,276,4,5,6,9
10,349,10,6,7,2
86,831,2,5,8,5
10,10,4,9,6,6
200,655,3,2,4,3
387,387,3,5,3,9
152,1,1,5,4,9
920,267,8,8,1,4
957,792,8,9,7,8
201,701,9,10,5,1
761,761,5,8,8,3
17,17,1,5,10,7
921,564,1,1,6,4
143,569,2,3,7,2
344,312,4,5,8,7
344,344,1,6,5,6
99,99,7,4,4,7
289,691,5,7,10,8
900,900,10,2,7,1
631,639,9,2,1,9
129,664,1,3,2,6
926,926,9,3,8,2
289,289,10,3,7,9
81,61,7,1,10,1
115,922,4,6,6,9
597,597,7,8,3,2
904,903,9,5,4,3
906,906,8,3,2,7
18,69,3,5,6,3
382,318,9,9,8,9
17,400,8,1,6,3
323,66,5,8,1,9
292,582,3,7,8,2
59,550,5,3,1,5
861,748,9,9,6,1
200,200,2,8,10,3
922,922,9,6,4,9
698,586,3,6,9,6
436,273,3,7,8,8
997,997,3,3,8,2
876,876,4,7,4,4
487,487,4,4,10,10
965,965,8,3,10,8
300,300,1,9,7,4
941,941,8,8,4,8
408,562,3,3,5,8
462,782,4,8,10,2
364,364,1,2,9,10
589,774,4,9,2,9
289,769,2,7,10,7
516,94,2,1,10,7
497,866,8,1,3,2
34,944,6,1,2,7
235,235,7,3,8,4
844,844,2,9,2,4
635,340,7,2,9,9
103,119,3,6,9,2
975,181,5,1,7,9
344,294,10,4,7,7
861,498,10,7,1,6
953,953,9,6,6,2
10,214,7,4,4,1
200,131,8,2,1,10
978,314,4,3,5,5
10,909,3,6,2,9
201,201,8,6,9,5
100,523,5,5,3,4
289,9,9,4,4,6
344,344,1,8,7,10
10,887,1,6,6,2
604,432,4,2,7,5
963,48,8,6,2,1
800,800,3,2,4,3
50,969,10,6,3,10
289,417,6,6,6,10
292,246,1,2,6,7
876,285,9,9,5,4
634,343,2,4,10,3
911,911,1,1,6,2
86,86,6,2,5,10
10,766,8,10,3,1
188,684,8,6,5,7
574,12,3,3,3,1
10,807,1,3,8,2
86,130,7,8,1,1
604,443,1,8,6,9
930,225,5,10,3,9
816,162,4,10,6,2
344,275,8,1,6,10
548,242,7,2,10,7
430,996,5,8,8,7
35,939,3,6,9,8
3,661,8,4,2,7
957,957,7,6,4,9
86,86,8,8,2,6
322,93,1,8,3,5
793,927,8,1,4,10
17,737,10,1,8,4
928,928,8,6,4,10
162,162,10,10,4,1
35,636,6,2,6,10
119,403,6,4,5,2
899,899,10,10,2,2
799,799,5,7,4,1
10,10,3,10,3,10
604,325,1,1,6,3
10,450,5,3,4,10
529,829,2,2,3,7
370,370,4,9,2,2
796,796,10,6,3,9
556,558,1,8,6,3
10,10,6,7,9,4
10,830,8,9,10,7
528,170,2,9,1,7
376,849,3,4,7,3
300,493,3,7,3,6
289,618,1,4,6,6
200,200,2,4,4,10
836,96,4,7,4,4
403,616,8,9,6,1
920,746,7,10,4,9
436,92,1,1,3,4
90,90,2,10,10,5
920,22,8,9,10,4
122,475,9,1,6,2
10,976,4,2,9,3
200,542,2,1,6,5
300,917,1,6,4,9
365,126,3,7,10,5
10,433,8,8,4,5
756,308,7,9,10,8
537,537,10,5,6,1
439,439,4,7,10,3
740,392,10,5,1,6
660,224,7,3,3,6
439,460,6,6,5,1
344,344,7,3,5,7
813,379,1,7,1,5
529,65,7,4,5,6
681,217,6,2,6,8
765,765,2,6,9,3
529,124,1,2,10,6
404,416,10,10,6,2
748,748,3,6,4,1
819,8,6,8,6,2
770,770,8,2,10,2
618,117,2,1,2,3
439,391,4,7,9,9
255,396,2,6,4,3
543,543,1,7,9,5
17,17,8,10,6,7
403,821,6,7,8,1
537,537,1,1,4,9
677,677,8,1,2,1
365,554,9,8,7,3
945,368,2,5,10,7
289,669,6,2,1,6
109,687,6,10,10,3
182,272,5,8,3,2
10,808,7,9,3,7
10,210,2,4,3,4
81,145,9,5,1,6
10,10,9,7,4,4
10,519,7,1,3,2
589,696,2,8,7,10
350,998,9,7,9,4
937,703,6,5,8,8
103,297,6,7,6,6
664,587,8,8,4,8
604,604,8,10,1,10
188,905,10,7,6,4
449,449,8,2,10,6
344,102,2,4,8,6
984,984,3,1,7,4
298,298,5,9,2,1
529,968,6,2,10,10
232,592,9,7,9,6
591,914,1,1,8,8
86,86,4,10,1,5
439,439,2,5,1,3
18,735,6,3,9,4
10,531,8,4,5,3
548,328,8,7,6,2
