source,target,weight_1,weight_2,weight_3,weight_4
906,2141,7,1,7,8
1807,4276,4,8,9,6
4216,4216,6,1,2,7
1684,4973,9,3,9,8
777,4133,4,4,7,3
1049,3660,5,10,2,9
4642,2605,7,9,2,10
1049,1771,5,1,6,5
1520,1520,10,4,5,6
4931,471,5,10,3,7
2448,516,8,4,10,3
1049,3895,3,9,1,9
4653,4653,3,7,6,10
4219,1175,9,8,7,6
620,4550,10,8,7,4
1685,1685,1,7,8,9
4352,3716,7,4,2,3
3895,3900,10,1,9,10
3453,3322,1,3,7,3
4924,278,5,1,4,3
297,4532,10,7,3,8
2515,122,3,4,7,2
4097,4372,7,10,4,9
4642,1328,9,2,3,10
4575,2240,4,7,9,6
1049,391,8,9,2,5
777,777,8,3,9,8
777,597,2,10,8,8
1049,1049,3,10,8,7
1871,3214,7,1,10,4
2559,2559,5,8,8,1
2067,1177,3,4,8,1
1049,3505,10,3,7,6
3789,1064,2,6,1,4
4979,3421,4,10,9,1
4979,700,8,10,9,6
4642,849,8,7,8,5
1553,764,10,3,10,6
4642,4642,1,1,9,7
1871,1725,4,5,5,10
2289,2289,1,6,1,9
4642,1190,1,4,1,9
3789,3789,2,6,4,10
3211,3211,7,10,1,6
620,3755,9,7,1,6
4097,3546,8,9,3,9
2139,36,1,4,8,3
4688,3295,2,1,8,9
1279,2372,3,4,1,3
2139,2139,2,1,8,4
331,331,3,5,3,8
2858,4151,3,7,4,7
2139,4149,9,10,3,1
4642,2986,4,7,5,2
389,389,10,6,10,8
1478,488,4,8,7,2
3789,3531,3,6,9,5
1553,1553,4,2,10,7
2156,3528,4,10,8,10
1972,1972,4,9,8,10
4216,2744,4,5,1,10
2559,2345,2,6,10,8
3140,3140,4,7,1,3
1049,57,2,3,1,3
1685,486,6,2,3,1
1049,2893,7,9,2,3
3546,1638,3,1,6,2
17,2753,1,6,6,4
3391,752,7,8,10,1
4225,341,2,9,4,7
1871,1871,8,10,2,7
4707,3864,3,6,9,9
4707,3360,9,7,4,8
1049,1049,10,2,6,9
2240,4934,5,9,6,6
389,2077,3,1,3,5
1279,2811,8,7,5,5
2816,2816,7,2,2,4
1685,3995,10,3,5,8
4357,1473,3,10,10,6
1279,2286,2,6,10,3
1520,184,3,1,2,6
1871,3250,8,7,2,8
4216,110,7,6,10,9
4056,4056,1,7,10,7
1685,2961,7,5,1,2
3789,3789,7,10,1,5
1685,1582,9,8,6,5
2431,3823,7,9,4,2
906,1699,4,10,10,2
1582,4594,1,9,9,5
1049,950,6,6,8,8
3470,3470,2,10,5,7
1049,2807,7,2,5,1
2289,2289,3,9,4,7
4240,4524,1,1,7,3
57,3437,1,6,5,7
1049,1961,7,2,5,4
2809,2809,7,8,8,8
110,4793,1,9,1,7
1871,3849,5,5,10,3
1049,294,6,9,10,1
17,621,2,7,2,2
1049,1571,6,4,4,8
1049,1049,2,3,1,1
1049,511,5,10,1,1
4642,4439,2,7,7,10
2141,3021,6,6,3,4
2559,319,8,1,9,10
4597,4597,9,9,6,6
4400,4400,9,4,6,8
1049,1049,7,9,10,9
4642,2700,9,10,10,5
1049,1049,6,6,10,7
2858,2858,2,4,9,8
242,242,5,7,10,4
1685,442,3,2,1,10
2999,4751,2,8,7,7
4707,4707,4,7,6,1
2448,3074,9,4,1,7
4276,3569,2,1,2,7
2345,1730,5,8,1,4
4400,4400,1,4,2,8
2139,4975,1,2,10,6
2139,4480,8,2,9,5
3146,3017,8,2,8,5
2953,4563,2,7,4,9
4642,2296,10,10,9,2
3027,50,4,2,1,8
1936,456,6,5,5,7
4707,4460,5,6,4,6
3789,3789,1,7,4,2
941,4165,7,10,9,4
4927,2380,8,8,4,2
749,749,7,4,4,5
3789,3789,10,2,7,4
2139,2564,4,3,8,1
4642,3035,8,10,9,5
4245,1887,4,8,2,5
3496,3496,10,10,3,5
1685,1600,7,7,4,10
2240,1880,3,6,10,7
2139,3817,8,10,2,9
1817,2627,4,6,9,3
3555,4743,1,5,1,4
1049,1224,8,4,1,3
4597,3091,6,1,9,5
3406,4475,6,4,4,10
4332,4332,6,4,8,3
1049,2397,2,9,6,1
389,3427,8,9,2,8
1049,1049,7,6,9,10
4151,841,9,7,3,1
4979,1361,1,3,9,8
2559,1557,8,10,6,8
1880,2951,7,5,4,8
1049,1049,10,9,9,2
2816,1152,8,2,3,1
2733,858,3,8,4,7
3555,3987,4,1,1,1
3693,3693,10,6,7,10
4701,4043,1,3,3,3
1049,1049,2,3,8,9
1049,1767,4,6,2,8
868,2315,2,3,10,5
3406,3406,1,4,5,1
1177,1177,5,5,10,3
2559,2559,1,2,8,9
4225,4225,6,1,9,3
3146,3146,1,10,5,2
3233,438,10,4,10,8
868,868,5,4,7,10
3233,3233,4,4,9,6
4151,4151,9,1,8,1
2953,2953,10,10,6,6
4151,4664,9,10,1,3
3146,3279,10,8,6,4
1560,850,8,2,3,1
4042,3175,10,9,10,1
389,4500,7,5,9,10
4221,2589,5,3,6,9
1060,3899,9,4,5,7
4357,3410,5,9,1,3
4225,1353,4,8,7,10
4697,4697,2,7,3,7
3789,4507,3,2,2,9
1049,2078,3,9,7,3
868,868,7,10,8,1
2809,1534,3,10,4,2
1049,1110,3,10,6,6
1871,2618,3,2,9,3
4597,3415,3,6,5,5
801,801,3,7,2,8
4701,706,6,7,1,8
724,724,2,2,8,8
2139,2139,9,6,2,9
4550,2415,2,10,4,9
2816,3984,9,3,3,8
1049,2621,10,10,9,7
4642,1392,3,10,9,1
2289,4559,1,7,2,9
3930,3254,5,1,2,1
3279,3279,6,4,2,3
4927,3432,1,1,4,5
4097,326,5,5,3,3
621,3601,5,6,8,4
1049,1049,10,5,7,3
3789,59,5,9,8,4
2139,2139,6,7,4,9
331,1988,9,6,2,10
1064,1707,8,5,10,4
2236,2646,8,4,5,9
4707,4707,9,4,3,5
4597,4738,5,9,6,5
564,564,4,10,10,1
389,2407,1,9,2,2
2156,793,2,2,9,5
2809,2570,1,9,10,4
3453,4736,3,9,5,3
1685,2887,2,5,4,3
4550,3318,1,10,2,7
4225,2592,4,9,3,6
830,4270,4,1,5,6
2302,4016,10,3,9,8
4642,2376,3,7,6,9
4216,1076,3,2,10,3
1049,3226,7,9,6,10
389,3227,1,2,7,3
1049,1049,7,3,1,5
1425,1425,9,6,9,7
331,120,10,10,1,3
4642,4642,1,5,2,8
2875,3395,10,6,1,6
906,906,6,3,5,2
2289,1826,2,10,5,5
4707,385,8,2,10,2
1553,4650,4,5,2,2
1936,100,6,4,8,3
3146,4706,6,3,6,7
906,2103,8,5,5,6
4357,831,6,8,4,8
1049,4328,2,10,6,8
4968,1442,3,4,6,8
4085,2888,4,9,4,8
3322,3322,6,1,7,9
4642,4642,3,3,2,9
4357,548,1,10,6,5
3140,261,6,6,10,5
3505,3505,9,9,4,5
3697,3697,6,7,6,3
2139,2139,2,8,6,8
4016,3347,5,9,6,2
3211,4698,4,3,1,7
1064,1780,10,6,8,6
1553,422,1,9,5,6
3322,3322,6,5,4,6
2139,2139,7,6,10,1
3550,2872,5,4,4,4
297,1862,5,3,10,6
1049,3762,1,8,4,5
389,389,9,3,4,8
4042,4565,1,7,7,10
3406,3406,1,9,3,8
906,906,3,9,7,8
1807,1807,5,6,8,4
793,793,7,9,10,8
826,2855,8,9,2,4
4597,2637,9,4,5,6
242,126,7,8,5,5
1049,2643,2,6,10,1
4575,1471,9,8,10,5
1725,2022,8,7,5,7
2887,2734,7,4,9,1
4332,2350,6,2,6,8
54,3833,4,10,3,3
3415,3415,3,1,8,1
2811,1549,9,7,2,10
1049,4409,4,1,4,6
2690,4198,3,8,5,8
3091,3091,5,5,4,6
4357,2728,2,10,5,5
3279,2074,10,6,8,7
3074,2503,1,5,2,5
4400,2186,9,2,7,7
2415,2415,5,2,9,9
4697,4697,2,8,1,9
2139,798,3,5,10,5
2289,152,6,5,6,1
3900,3900,5,5,7,8
17,1047,2,10,10,3
3789,310,1,6,3,3
1871,1871,9,7,2,10
1049,2349,9,3,3,3
3146,3146,7,8,10,8
1192,2025,1,1,2,10
3496,4722,1,7,2,10
4707,4999,3,10,10,2
389,389,3,9,8,1
4642,3699,6,4,1,2
1871,1871,1,7,2,2
4448,3959,4,1,1,4
208,2806,6,1,3,5
4460,3247,4,6,9,1
4707,4707,4,8,5,6
1049,1049,5,2,7,4
2953,2953,4,2,4,1
3322,768,4,9,8,1
1049,3718,7,8,5,10
2485,2485,9,6,9,2
2106,3010,8,8,8,9
2958,2958,8,3,3,10
4915,2528,9,6,8,4
2313,302,8,9,2,10
3789,3789,10,4,3,8
2559,2362,10,1,10,9
1049,4383,10,2,1,10
3146,3146,7,4,8,6
4642,4642,4,9,5,4
2690,4220,3,7,8,3
4642,4642,8,6,9,3
297,4871,5,2,1,1
2643,3277,7,7,7,2
57,3667,9,4,5,6
302,2161,10,10,1,8
3438,2427,5,4,4,3
1588,929,6,1,2,8
3091,3091,5,3,9,7
1049,4414,6,9,8,5
2250,4750,10,2,5,2
57,2517,5,4,8,5
488,515,7,8,5,9
1049,3006,9,1,3,2
1049,4498,10,6,1,2
2139,1505,9,9,9,6
389,3225,1,1,3,10
777,777,8,5,8,6
4594,4373,2,7,3,6
1049,4489,10,8,6,9
4707,357,6,7,6,1
4642,4951,8,5,3,3
1049,2098,7,9,8,1
389,147,8,2,7,4
1049,3274,9,6,6,8
3074,3074,3,3,1,7
4642,1424,9,10,10,7
4697,264,3,9,2,1
1553,1553,10,3,1,2
511,511,4,6,5,6
3438,3320,6,6,1,3
2139,2322,7,8,4,2
294,294,9,8,5,10
4016,4692,10,10,4,3
2139,3909,2,3,4,10
2415,2415,10,6,7,9
2240,327,7,6,2,7
2700,3803,8,8,5,5
4400,427,6,2,5,10
2733,3356,3,5,6,10
1177,2906,10,7,3,9
4400,1429,9,1,8,4
2515,1879,9,9,6,9
3470,533,9,8,2,4
4835,4835,5,6,1,8
1936,3195,5,2,2,10
3204,2223,3,1,10,8
2139,318,10,6,4,5
4448,3031,4,7,10,1
4706,1552,1,10,7,2
4225,1591,2,1,3,2
1049,4940,2,6,10,9
2753,3491,9,7,10,8
4697,4697,3,1,9,7
4707,4707,6,4,7,6
4697,4697,1,3,1,2
752,3134,9,6,7,3
1699,1699,4,3,9,9
2315,588,4,6,8,2
2139,2964,5,4,5,7
2579,2579,1,3,3,10
3546,3546,3,7,5,9
2151,3949,10,7,2,4
1958,1958,2,10,4,9
4400,4400,7,2,7,10
3789,3789,1,1,3,10
2250,1374,2,9,5,6
2953,4311,8,3,4,8
4642,1941,5,2,10,1
1049,494,4,10,10,5
1424,2050,1,5,6,10
4597,3948,9,9,5,7
1049,4553,3,7,4,5
1049,3795,6,8,2,5
621,2746,5,5,9,8
3322,898,1,2,7,10
906,4244,10,1,4,3
4951,1075,1,7,4,8
3789,4354,6,4,6,9
2809,2809,1,6,3,5
1958,1958,2,1,9,3
3697,4420,1,2,1,1
4575,4575,3,7,10,1
3895,2119,9,3,2,3
1699,392,7,3,7,7
1520,722,5,1,5,1
4575,64,4,10,10,9
2139,3581,3,2,3,1
4597,2150,10,5,8,9
1520,4581,10,10,6,3
4707,4707,7,2,3,10
438,1009,7,1,4,5
2855,4005,1,5,1,5
777,2036,2,8,8,10
1049,2408,6,2,4,10
3204,3204,1,7,4,7
1936,1936,10,9,10,6
242,1652,8,3,7,9
3789,1001,6,5,6,8
2728,2728,2,9,7,5
3909,2614,6,7,9,1
1049,82,3,2,7,7
1049,710,7,10,9,5
3718,3718,6,2,1,1
4642,3242,1,8,3,3
57,57,10,4,1,5
3406,861,9,8,10,9
2621,3880,3,4,9,4
434,4812,4,10,2,7
4707,2903,8,10,9,3
3204,550,7,5,6,9
4969,4969,10,5,2,6
14,699,7,9,1,7
1049,1737,2,4,2,4
242,1540,8,8,3,8
1988,4638,5,5,9,7
1424,1424,4,6,5,8
2816,2816,3,3,5,9
2953,3335,2,6,4,10
1871,1871,5,2,3,1
3880,2184,1,9,1,9
3453,502,2,8,4,2
4707,4707,3,2,5,10
2690,2690,5,6,7,10
2953,1067,5,8,10,6
3789,2546,3,2,3,10
4357,4357,6,2,7,3
1049,1049,10,5,3,2
1049,1049,8,3,3,8
1807,4822,4,7,6,10
4835,4835,3,4,3,3
2816,2015,3,8,6,2
3322,693,4,1,2,8
1049,4855,1,2,4,4
3091,1864,4,8,10,10
4527,4527,2,3,3,7
2559,1859,1,4,8,3
488,1511,1,9,10,4
1520,4333,1,6,7,9
1392,4759,4,10,10,10
3274,4561,2,6,6,3
1553,1553,6,5,9,4
4151,4151,4,8,5,3
4707,48,4,5,3,8
4924,1802,10,9,10,1
3062,481,2,6,8,4
2700,1575,6,7,7,2
297,297,3,3,8,8
4706,2279,10,6,7,10
1871,3341,6,7,4,2
3341,557,2,3,10,6
434,1662,8,9,8,2
2139,239,3,6,7,10
4414,791,1,5,10,2
3789,1646,2,8,3,10
4653,4653,9,8,8,9
14,4942,8,8,1,5
14,14,2,3,2,7
2690,1894,4,6,7,9
906,1708,1,2,6,1
14,14,10,2,10,5
3939,3939,2,6,8,8
2637,2637,3,10,7,5
3091,4039,4,6,4,10
4642,4877,5,9,10,8
4219,4219,2,8,7,8
2315,1121,4,9,8,10
4056,4056,1,10,7,1
4400,3692,7,9,8,3
1049,4837,10,5,10,4
2953,1559,5,10,6,1
1365,1365,10,2,8,6
1520,4952,6,9,4,4
2139,2139,9,4,1,2
868,2416,3,9,9,6
4707,3541,4,6,3,2
3432,1581,7,5,4,3
4642,4642,3,8,10,9
4707,60,6,5,6,1
1807,1788,8,6,5,3
1588,3650,7,8,2,6
3718,3718,4,1,2,8
772,1773,6,7,8,8
3155,3155,10,7,2,1
2315,4113,10,9,10,6
1685,3477,4,7,5,10
2953,4981,2,1,3,6
2958,1955,8,10,5,7
3453,2523,4,4,9,9
60,1019,1,7,5,3
724,682,2,8,2,10
4314,1905,7,6,4,10
1049,1049,7,8,7,2
2728,11,5,4,7,8
1871,4112,7,10,4,1
2408,162,7,8,1,8
4097,1598,10,5,2,5
389,85,2,8,10,1
3930,606,6,2,2,10
620,1528,4,4,3,5
17,1605,7,2,2,1
4550,4550,3,8,3,6
4151,2011,2,8,4,4
4016,3869,9,2,10,5
4991,1416,8,9,8,4
3909,3385,9,8,4,10
2141,1940,1,2,4,8
2523,22,9,8,5,6
4642,4642,1,7,6,4
1049,2595,1,1,4,4
2289,2289,2,9,10,10
1030,1030,8,10,8,2
1685,874,10,6,1,5
1520,701,2,3,8,10
2816,556,9,3,5,6
3438,3438,1,4,2,2
4575,4531,6,3,4,1
801,2758,2,4,5,4
3505,1917,10,5,8,7
297,297,1,2,3,4
3718,3874,8,4,4,5
2700,1349,5,9,3,7
1553,968,2,9,4,9
4097,4406,9,1,7,8
4276,2514,3,6,8,9
2559,4273,4,4,10,2
1279,2122,8,5,8,6
4943,2486,3,2,7,2
2345,1937,9,8,7,6
1049,1049,1,10,4,9
4575,4575,4,7,1,7
2875,1124,1,7,3,5
4292,2453,9,4,9,4
2139,2823,4,10,7,4
1049,2561,2,10,10,5
1549,3294,1,8,10,5
2183,2183,1,7,7,4
2953,3160,8,9,3,9
2139,922,7,7,8,10
504,118,8,7,3,1
853,1700,9,5,5,6
4701,4771,2,9,2,7
1049,1843,4,2,8,10
2448,1816,9,3,6,7
3720,2393,3,3,7,7
147,4739,8,9,7,3
4527,946,6,1,3,10
4597,371,7,2,6,9
2067,4521,3,6,6,1
1049,765,7,2,7,9
2106,1318,1,4,3,10
3953,3953,8,10,9,7
4221,2099,10,8,5,10
4642,1134,3,2,1,1
1060,1060,10,1,8,5
2875,2506,4,1,4,3
3195,3195,2,1,2,1
4597,4597,6,7,10,10
2322,4365,4,9,9,1
3111,3111,1,9,5,6
1559,4523,10,4,2,3
471,471,4,7,9,9
1557,2435,1,8,3,9
2139,2139,9,5,5,7
2958,3112,10,8,7,4
60,60,3,8,10,10
1802,1367,9,6,2,1
1049,4364,8,1,6,5
1049,1049,3,3,4,7
4523,4665,4,9,4,10
4225,449,10,2,1,3
3477,3477,7,10,6,8
2816,1130,10,8,1,1
4225,1098,1,6,6,2
4043,4119,3,6,1,2
1049,1049,2,4,9,2
4943,3510,8,7,2,3
1049,2219,6,7,9,3
4642,4856,3,8,5,9
2816,2545,10,4,5,8
3795,270,1,2,6,10
4151,4151,7,3,4,10
4642,2511,7,7,2,7
3880,4017,8,1,8,7
2809,4252,5,5,1,6
3091,4873,7,9,5,1
906,4045,3,7,8,2
4943,3085,10,5,1,2
2139,546,5,7,5,7
1049,1049,6,2,6,6
4460,4976,7,8,3,2
511,511,1,9,5,6
4400,4400,5,9,8,2
2139,4124,10,2,5,5
2139,2139,3,7,6,4
3074,3074,1,8,7,6
3789,3789,2,4,9,5
2393,2393,4,4,2,7
4333,4197,9,3,5,3
2816,2816,1,8,4,8
2816,3979,3,8,7,1
2515,4458,9,1,7,9
620,3086,4,10,9,1
1520,879,8,5,1,3
1412,844,10,9,8,3
4575,3548,5,6,10,7
